id,age,major_occ,graphic_design_exp,artist_exp,start_datetime,end_datetime_trial1,end_datetime_trial2,exp1_trial0_mood,exp1_trial0_colors_0,exp1_trial0_colors_1,exp1_trial0_colors_2,exp1_trial0_colors_3,exp1_trial0_colors_4,exp1_trial0_time,exp1_trial0_clicks,exp1_trial1_mood,exp1_trial1_colors_0,exp1_trial1_colors_1,exp1_trial1_colors_2,exp1_trial1_colors_3,exp1_trial1_colors_4,exp1_trial1_time,exp1_trial1_clicks,exp1_trial2_mood,exp1_trial2_colors_0,exp1_trial2_colors_1,exp1_trial2_colors_2,exp1_trial2_colors_3,exp1_trial2_colors_4,exp1_trial2_time,exp1_trial2_clicks,exp1_trial3_mood,exp1_trial3_colors_0,exp1_trial3_colors_1,exp1_trial3_colors_2,exp1_trial3_colors_3,exp1_trial3_colors_4,exp1_trial3_time,exp1_trial3_clicks,exp1_trial4_mood,exp1_trial4_colors_0,exp1_trial4_colors_1,exp1_trial4_colors_2,exp1_trial4_colors_3,exp1_trial4_colors_4,exp1_trial4_time,exp1_trial4_clicks,exp1_trial5_mood,exp1_trial5_colors_0,exp1_trial5_colors_1,exp1_trial5_colors_2,exp1_trial5_colors_3,exp1_trial5_colors_4,exp1_trial5_time,exp1_trial5_clicks,exp1_trial6_mood,exp1_trial6_colors_0,exp1_trial6_colors_1,exp1_trial6_colors_2,exp1_trial6_colors_3,exp1_trial6_colors_4,exp1_trial6_time,exp1_trial6_clicks,exp1_trial7_mood,exp1_trial7_colors_0,exp1_trial7_colors_1,exp1_trial7_colors_2,exp1_trial7_colors_3,exp1_trial7_colors_4,exp1_trial7_time,exp1_trial7_clicks,exp2_trial0_curr_emotion,exp2_trial0_curr_emotion_strength,exp2_trial0_emotion_0,exp2_trial0_emotion_1,exp2_trial0_emotion_2,exp2_trial0_emotion_3,exp2_trial0_emotion_4,exp2_trial0_best_category,exp2_trial0_best_category_strength,exp2_trial0_second_best_category,exp2_trial0_second_best_category_strength,exp2_trial0_perception,exp2_trial0_light,exp2_trial0_usage,exp2_trial0_usage_strength,exp2_trial0_time,exp2_trial0_imageName,exp2_trial0_palette,exp2_trial1_curr_emotion,exp2_trial1_curr_emotion_strength,exp2_trial1_emotion_0,exp2_trial1_emotion_1,exp2_trial1_emotion_2,exp2_trial1_emotion_3,exp2_trial1_emotion_4,exp2_trial1_best_category,exp2_trial1_best_category_strength,exp2_trial1_second_best_category,exp2_trial1_second_best_category_strength,exp2_trial1_perception,exp2_trial1_light,exp2_trial1_usage,exp2_trial1_usage_strength,exp2_trial1_time,exp2_trial1_imageName,exp2_trial1_palette,exp2_trial2_curr_emotion,exp2_trial2_curr_emotion_strength,exp2_trial2_emotion_0,exp2_trial2_emotion_1,exp2_trial2_emotion_2,exp2_trial2_emotion_3,exp2_trial2_emotion_4,exp2_trial2_best_category,exp2_trial2_best_category_strength,exp2_trial2_second_best_category,exp2_trial2_second_best_category_strength,exp2_trial2_perception,exp2_trial2_light,exp2_trial2_usage,exp2_trial2_usage_strength,exp2_trial2_time,exp2_trial2_imageName,exp2_trial2_palette,exp2_trial3_curr_emotion,exp2_trial3_curr_emotion_strength,exp2_trial3_emotion_0,exp2_trial3_emotion_1,exp2_trial3_emotion_2,exp2_trial3_emotion_3,exp2_trial3_emotion_4,exp2_trial3_best_category,exp2_trial3_best_category_strength,exp2_trial3_second_best_category,exp2_trial3_second_best_category_strength,exp2_trial3_perception,exp2_trial3_light,exp2_trial3_usage,exp2_trial3_usage_strength,exp2_trial3_time,exp2_trial3_imageName,exp2_trial3_palette,exp2_trial4_curr_emotion,exp2_trial4_curr_emotion_strength,exp2_trial4_emotion_0,exp2_trial4_emotion_1,exp2_trial4_emotion_2,exp2_trial4_emotion_3,exp2_trial4_emotion_4,exp2_trial4_best_category,exp2_trial4_best_category_strength,exp2_trial4_second_best_category,exp2_trial4_second_best_category_strength,exp2_trial4_perception,exp2_trial4_light,exp2_trial4_usage,exp2_trial4_usage_strength,exp2_trial4_time,exp2_trial4_imageName,exp2_trial4_palette
5cc9e5aec8833e000407103e,20,Early Childhood Education,1,5,"Wed, 01 May 2019 16:13:32 GMT","Wed, 01 May 2019 16:18:35 GMT","Wed, 01 May 2019 18:30:06 GMT",calm,#aad2e0,#a5b34b,#83b3e3,#ddd8ba,#d4d4d4,111.999,8,positive,#f9468c,#a857aa,#f3d027,#ddfb0c7,#ff8000,35.154,5,trustworthy,#5a922d,#0572cd,#f3d027,#0073aa,#ff8000,31.668,5,negative,#3c3c3c,#899390,#6e746a,#1b4c79,#335671,34.135,7,disturbing,#add9a1,#a2ccc0,#116160,#6e746a,#899390,27.286,5,serious,#6e746a,#335671,#1b4c79,#3c3c3c,#899390,17.883,5,playful,#f9468c,#00beb9,#dfb0c7,#ddfb0c7,#a857aa,19.399,5,exciting,#f9468c,#ddfb0c7,#f3d027,#00beb9,#a857aa,,,Uninterested,1,Playful,Excited,Happy,Positive,Amusing,positive,,exciting,4,"This color palette has grabbed my attention. Despite the content of the info graphic being boring, I was still transfixed by the bright colors.",2,0,4,582.257,introverts,playful,Interested,1,Playful,Interesting,Amusing,Exciting,Fun,playful,,positive,4,"The content is more serious, but the color palette is more playful.",2,0,4,1431.819,commodities,exciting,Somber,4,Serious,Deep,Dark,Dreary,Boring,serious,,serious,4,"The dark colors suggest a more serious presentation of
Information.",0,1,4,1553.64,shopping,negative,Interested,1,Excited,Hungry,Happy,Playful,Fun,positive,,playful,4,"The bright red color is eye-catching, and inspires hunger.",2,0,4,7774.719,burger,disturbing,Positive,4,Energetic,Playful,Positive,Upbeat,Care-free,,positive,exciting,4,The yellow background brightens the mood.,2,0,4,7865.758,gaming,trustworthy
5cc9ff7f90c9f0000422d78c,20,Music Marketing,5,5,"Wed, 01 May 2019 20:06:05 GMT","Wed, 01 May 2019 20:09:11 GMT","Wed, 01 May 2019 20:20:14 GMT",calm,#a2ccc0,#8ad2f1,#aad2e0,#d4d4d4,#32bff2,45.998,6,positive,#f3d027,#ffab1c,#ff8000,#f9468c,#00beb9,33.211,5,trustworthy,#1b4c79,#30355f,#920000,#116160,#51692b,12.007,5,negative,#f80f19,#C91e11,#6e746a,#3c3c3c,#845145,19.848,5,disturbing,#f80f19,#C91e11,#920000,#69301d,#3c3c3c,17.686,8,serious,#863e85,#920000,#899390,#6e746a,#335671,20.384,5,playful,#aad2e0,#add9a1,#dfb0c7,#f1d9ca,#ddfb0c7,16.662,7,exciting,#ddfb0c7,#f9468c,#f80f19,#00beb9,#f3d027,,,Uninterested,1,Uninterested,Partial,Apathetic,Annoyed,Frustrate,calm,,playful,2,"Yes, the dullness makes me uninterested in the content, it doesn‰Ûªt entice me to examine it.",1,0,4,149.272,introverts,calm,Excited,1,Excited,Intrigued,Bright,Inquisitive,Open,exciting,,playful,4,The title text being so bold against the background enticed me to examine the infographic.,2,0,4,258.653,commodities,playful,Haunted,1,Haunted,Dull,Confused,Alarmed,Accepting,serious,,negative,3,The darkness of the palette was confusing against the subject matter discussed in the graphic.,0,1,3,365.742,shopping,disturbing,Alert,1,Awake,Alert,Bright,Excited,Informed,exciting,,exciting,4,The color palette‰Ûªs brightness made the subject matter appear much lighter than it actually was.,2,0,4,503.035,burger,exciting,Mildly Intrigued,1,Mildly Intrigued,Calm,Curious,Accepting,Cool,,calm,calm,4,"The color palette felt appropriate to the graphic although some areas are harder to make out, overall it made the info appear positive.",2,0,4,648.278,gaming,positive
5cca0c8dbeeb470004d30560,20,Materials science and engineering,1,1,"Wed, 01 May 2019 15:29:29 GMT","Wed, 01 May 2019 15:32:31 GMT","Wed, 01 May 2019 21:15:57 GMT",calm,#335671,#0073aa,#1b4c79,#0572cd,#423fa8,29.451,5,positive,#f3d027,#ff8000,#ffab1c,#23bf0c,#5a922d,27.61,11,trustworthy,#aad2e0,#add9a1,#f1d9ca,#a2ccc0,#83b3e3,30.662,5,negative,#f80f19,#C91e11,#920000,#3c3c3c,#899390,8.271,5,disturbing,#69301d,#845145,#899390,#b7de55,#a5b34b,12.755,5,serious,#51692b,#30355f,#116160,#335671,#6e746a,22.448,5,playful,#ffab1c,#f9468c,#a857aa,#00beb9,#23bf0c,16.673,10,exciting,#ffab1c,#ff8000,#f9468c,#863e85,#423fa8,,,Negative,4,Tired,Neutral,Negative,Serious,Calm,negative,,serious,4,"It does put the infographic in a more negative light due to the strong red, but it's also relatively neutral due to the muted colors.",1,1,4,523.627,introverts,disturbing,Positive,4,Positive,Playful,Bright,Cheerful,Excited,playful,,positive,4,The color palette drew me more into the infographic because of the bright colors.,2,0,5,20377.759,commodities,exciting,Happy,4,Happy,Neutral,Positive,Calm,Cheerful,calm,,positive,4,The color palette has a very calming effect on the infographic because of the neutral tones used.,1,0,4,20440.494,shopping,calm,Negative,4,Negative,Offputting,Serious,Neutral,Disgusting,negative,,serious,5,The dark colors make the information in this infographic a little more off putting and casts a negative light.,0,1,5,20540.812,burger,serious,Playful,5,Playful,Cheerful,Joyous,Exciting,Happy,,playful,exciting,5,"This color palette makes me feel more happy and playful, which casts a positive light on the information.",2,0,5,20590.115,gaming,exciting
5cca1e01e442e60004eb8800,16,Student at high school,1,2,"Wed, 01 May 2019 22:09:36 GMT","Wed, 01 May 2019 22:12:29 GMT","Wed, 01 May 2019 22:30:25 GMT",calm,#f1d9ca,#83b3e3,#aad2e0,#9796bb,#dfb0c7,43.199,6,positive,#f9468c,#ff8000,#23bf0c,#0572cd,#f80f19,15.48,5,trustworthy,#32bff2,#dfb0c7,#aad2e0,#8ad2f1,#00beb9,21.992,5,negative,#3c3c3c,#6e746a,#30355f,#920000,#899390,15.057,5,disturbing,#1b4c79,#3c3c3c,#6e746a,#920000,#69301d,14.882,5,serious,#3c3c3c,#845145,#335671,#6e746a,#5a922d,32.753,10,playful,#ddfb0c7,#f9468c,#ff8000,#00beb9,#a857aa,10.064,5,exciting,#ddfb0c7,#f9468c,#f80f19,#23bf0c,#0572cd,,,Calm,1,Unfazed,Playful,Lighthearted,Tranquil,Not serious,calm,,playful,4,Yes because the colors seem more happy in a way so you don‰Ûªt think the infographic is serious or negative,1,0,4,350.434,introverts,playful,Serious,1,Bored,Eye catching,Trustworthy,Reliable,Informative,trustworthy,,serious,4,No not really,1,2,4,634.591,commodities,exciting,Serious,1,Sad,Depressed,Gloomy,Negative,Sorrowful,negative,,serious,5,I think the infographic is going to be serious and depressing.,0,1,5,841.827,shopping,disturbing,Happy,1,Lighthearted,Joyful,Playful,Bubbly,Jaunty,positive,,playful,5,The color makes me think the information is automatically going to be positive and happy information,2,0,5,934.364,burger,positive,Serios,1,Not interested,Gloomy,Depressing,unenjoyable,Negative,,serious,negative,5,I think the information is automatically going to be negative or bad news,0,1,5,1056.653,gaming,serious
5cca436565acb20004b645f5,53,Software Engineer,2,1,"Thu, 02 May 2019 00:52:25 GMT","Thu, 02 May 2019 00:55:45 GMT","Thu, 02 May 2019 01:09:57 GMT",calm,#23bf0c,#ddfb0c7,#dfb0c7,#add9a1,#d4d4d4,31.587,5,positive,#23bf0c,#5a922d,#a857aa,#863e85,#ddfb0c7,16.591,5,trustworthy,#23bf0c,#dfb0c7,#b7de55,#a857aa,#863e85,18.508,5,negative,#f80f19,#C91e11,#920000,#f9468c,#69301d,10.824,5,disturbing,#f80f19,#C91e11,#920000,#f9468c,#69301d,20.007,7,serious,#6e746a,#30355f,#3c3c3c,#eac793,#116160,60.019,5,playful,#f3d027,#f80f19,#423fa8,#32bff2,#ddfb0c7,18.194,5,exciting,#C91e11,#23bf0c,#423fa8,#6d6eb9,#ff8000,,,Sad,3,Indifferent,depressed,frustated,annoyed,apathetic,negative,,serious,5,The color palette if appealing will make me more inclined to pay attention to the data.,0,2,4,280.714,introverts,trustworthy,Annoyed,5,annoyed,irritated,angry,cranky,bored,negative,,disturbing,5,absolutely- the information presented looks dull,0,1,4,444.671,commodities,calm,excited,5,joyous,excited,playful,envious,relaxed,playful,,exciting,5,the contrasts and clarity makes me think of positive experiences,2,0,5,551.89,shopping,playful,inquistive,4,neutral,inquistive,calm,amused,content,trustworthy,,calm,5,no,1,2,5,690.017,burger,calm,cheerful,5,energetic,cheerful,excited,happy,optimistic,,exciting,playful,5,yes- the warm color make me think of happy occasions,2,0,5,821.168,gaming,exciting
5cca4862b6b5d70004e95230,40,Clown,1,2,"Wed, 01 May 2019 23:59:29 GMT","Thu, 02 May 2019 00:02:38 GMT","Thu, 02 May 2019 01:31:11 GMT",calm,#8ad2f1,#aad2e0,#ffab1c,#ddd8ba,#f1d9ca,26.913,5,positive,#32bff2,#f3d027,#a857aa,#ddfb0c7,#ffab1c,28.116,5,trustworthy,#d4d4d4,#f3d027,#116160,#863e85,#23bf0c,40.702,5,negative,#3c3c3c,#30355f,#920000,#6e746a,#51692b,21.985,5,disturbing,#3c3c3c,#30355f,#f80f19,#6e746a,#69301d,17.445,5,serious,#1b4c79,#ddd8ba,#d4d4d4,#a2ccc0,#eac793,17.398,7,playful,#ddfb0c7,#b7de55,#f3d027,#ff8000,#32bff2,17.242,5,exciting,#ddfb0c7,#f80f19,#32bff2,#ffab1c,#ff8000,,,confused,1,Concerned,Scared,Awkward,Confusion,Uncertainty,serious,,negative,4,I don't think so.,1,2,3,168.699,introverts,trustworthy,Painful,1,Annoyed,Dangerous,Dark,Unfriendly,Intimidating,negative,,disturbing,3,"The colors make it painful to read, and red seems to acknowledge danger.",0,1,4,4862.108,commodities,disturbing,Relaxed,1,Chill,Fun,Interesting,Happy,Positive,calm,,playful,3,"Yes, seems very relaxed to read.  Not intimidating.",2,0,3,5030.799,shopping,positive,Generic,1,Childish,Approachable,Fun,Informative,Relaxing,playful,,positive,3,Not really.,1,2,3,5157.946,burger,calm,Fun,1,Goofy,Creative,Chill,Interesting,Engaging,,playful,exciting,3,The graphics and colors seem to provide a relaxing feel.,2,2,4,5299.547,gaming,calm
5ccb895ff03a820004af530e,20,YouTuber,5,5,"Fri, 03 May 2019 00:11:35 GMT","Fri, 03 May 2019 00:14:19 GMT","Fri, 03 May 2019 00:20:47 GMT",calm,#aad2e0,#83b3e3,#8ad2f1,#32bff2,#add9a1,30.856,11,positive,#f9468c,#ddfb0c7,#ff8000,#ffab1c,#00beb9,45.496,11,trustworthy,#f1d9ca,#eac793,#a78f8d,#ddd8ba,#a5b34b,16.185,7,negative,#3c3c3c,#899390,#d4d4d4,#ddd8ba,#6e746a,10.68,5,disturbing,#51692b,#5a922d,#69301d,#3c3c3c,#845145,12.872,7,serious,#a78f8d,#6e746a,#899390,#6d6eb9,#30355f,14.942,7,playful,#f80f19,#ddfb0c7,#ff8000,#a857aa,#00beb9,17.574,5,exciting,#ddfb0c7,#f80f19,#23bf0c,#ff8000,#f3d027,,,depressed,1,dark,down,moody,depressed,low-energy,negative,,serious,2,It makes it seem like it's trying to suck out your joy,0,1,4,76.585,introverts,serious,Serious,3,serious,neutral,sanitized,sterile,inquisitive,trustworthy,,serious,3,It seems like it's from a trustworthy source,1,2,4,194.204,commodities,negative,bright,1,bright,playful,positive,happy,delighted,playful,,positive,5,it makes the information seem hopeful,2,0,5,233.561,shopping,calm,intrigued,1,intrigued,inquisitive,interested,attracted,attentive,positive,,exciting,4,It makes the info pop out more at me,1,2,4,315.273,burger,playful,alert,1,alert,informative,analytical,data-driven,critical,,serious,positive,3,it pops out at me in a very analytical way,1,2,4,374.223,gaming,exciting
5ccb8e79c0b67b00046a72de,22,Financial Economics,1,1,"Fri, 03 May 2019 00:23:03 GMT","Fri, 03 May 2019 00:25:46 GMT","Fri, 03 May 2019 00:42:14 GMT",calm,#dfb0c7,#6d6eb9,#9796bb,#83b3e3,#a857aa,22.061,5,positive,#ddfb0c7,#ffab1c,#f3d027,#ff8000,#f9468c,20.619,5,trustworthy,#0572cd,#863e85,#6d6eb9,#1b4c79,#30355f,17.381,5,negative,#3c3c3c,#6e746a,#ddd8ba,#423fa8,#899390,19.167,7,disturbing,#f80f19,#f9468c,#1b4c79,#C91e11,#920000,22.438,5,serious,#30355f,#1b4c79,#3c3c3c,#899390,#423fa8,13.08,5,playful,#ddfb0c7,#ffab1c,#ff8000,#f3d027,#f9468c,8.462,5,exciting,#ddfb0c7,#ffab1c,#ff8000,#f80f19,#32bff2,,,Negative,1,Tired,Annoyed,Overwhelmed,Angry,Thoughtful,negative,,serious,3,"It definitely does. I'm not sure if I could think of a ""better"" or ""more accurate"" palette, but I don't like the grays and reds.",0,1,4,340.199,introverts,negative,Interested,4,Interested,Relaxed,Busy,Natural,Intuitive,calm,,serious,3,It definitely gives the sense of these commodities being natural.,2,0,4,524.143,commodities,positive,Annoyed,1,Overwhelmed,Busy,Confused,Interested,Catchy,playful,,exciting,2,Other than it hurting my eyes I'm not sure how I feel about it.,2,0,2,621.262,shopping,exciting,Playful,1,Whimsical,Childish,Happy,Hungry,Intuitive,positive,,calm,3,Definitely makes the food seem very positive and fun.,2,0,4,758.182,burger,trustworthy,Playful,1,Playfuk,Fun,Interested,Positive,Cool,,playful,exciting,4,Definitely seems to fit the information on the graphic,2,0,4,977.88,gaming,playful
5ccba5abf14d8f000437a54b,21,Physician Assistant,1,1,"Fri, 03 May 2019 01:59:06 GMT","Fri, 03 May 2019 02:02:03 GMT","Fri, 03 May 2019 02:21:32 GMT",calm,#6d6eb9,#83b3e3,#aad2e0,#0073aa,#32bff2,23.749,5,positive,#f9468c,#a857aa,#32bff2,#f3d027,#ffab1c,15.62,5,trustworthy,#335671,#845145,#0073aa,#1b4c79,#116160,13.089,5,negative,#f80f19,#C91e11,#920000,#3c3c3c,#5a922d,32.97,7,disturbing,#ddfb0c7,#23bf0c,#51692b,#00beb9,#f80f19,29.656,5,serious,#f1d9ca,#d4d4d4,#ddd8ba,#a78f8d,#eac793,32.444,6,playful,#f9468c,#f3d027,#863e85,#a857aa,#0572cd,14.584,5,exciting,#ddfb0c7,#ffab1c,#ff8000,#f80f19,#f9468c,,,interested,4,calm,interest,confusion,surprise,content,trustworthy,,calm,4,The bright green caught my attention but not in a way that was overwhelming.,1,2,4,401.983,introverts,trustworthy,calm,4,interest,content,calm,peaceful,Neutral,trustworthy,,serious,4,I felt like the information the infographic was presenting was more reliable.,1,2,4,717.253,commodities,serious,annoyed,1,surprise,irritation,disgust,annoyance,dissatisfied,disturbing,,playful,2,I did not feel like reading more than the title because it was too much green.,2,0,2,896.707,shopping,playful,content,3,suprise,interest,amused,content,neutral,serious,,negative,3,"Yes, the color combination seems like it would be for something more serious or fear-inducing but it was just for burgers so it made me laugh.",0,1,4,1048.059,burger,serious,happy,3,interest,amused,confused,happy,excited,,exciting,playful,4,I expected something more fun because of the bright colors.,2,0,4,1164.552,gaming,positive
5ccbafe3e19dc00004afa679,20,Computer Science,2,3,"Fri, 03 May 2019 02:52:29 GMT","Fri, 03 May 2019 02:54:43 GMT","Fri, 03 May 2019 03:05:05 GMT",calm,#aad2e0,#add9a1,#a2ccc0,#8ad2f1,#00beb9,20.994,12,positive,#f3d027,#ffab1c,#ff8000,#ddfb0c7,#eac793,15.209,5,trustworthy,#6d6eb9,#9796bb,#83b3e3,#116160,#f9468c,25.872,8,negative,#6e746a,#899390,#3c3c3c,#335671,#845145,8.71,5,disturbing,#ddfb0c7,#a5b34b,#b7de55,#51692b,#5a922d,9.806,5,serious,#6e746a,#ddd8ba,#d4d4d4,#899390,#aad2e0,26.927,13,playful,#f9468c,#f1d9ca,#a857aa,#32bff2,#f3d027,17.129,7,exciting,#ff8000,#f3d027,#f9468c,#f80f19,#ddfb0c7,,,confused,2,serious,anger,negative,dark,ominous,serious,,negative,3,"yes, it sets a tone for the infographic",0,1,3,253.498,introverts,disturbing,cheerful,3,cheerful,exciting,hopeful,bright,positive,positive,,exciting,3,"Yes, it brings a bright mood",2,0,3,329.329,commodities,exciting,neutral,3,positive,informative,exciting,fun,trustworthy,positive,,calm,3,It catches my attention but not necessarily,1,2,3,473.268,shopping,playful,playful,1,playful,fun,silly,energetic,exciting,playful,,positive,3,"yes, the bright pink stands out and exudes a playful mood",2,0,3,553.163,burger,playful,calm,4,calm,relaxing,peaceful,zen,trustworty,,calm,trustworthy,3,The blue exudes a calm mood,1,2,3,607.322,gaming,positive
5ccbcb4339de09000498a855,20,Computer Science,3,3,"Fri, 03 May 2019 04:40:49 GMT","Fri, 03 May 2019 04:42:25 GMT","Fri, 03 May 2019 05:01:50 GMT",calm,#aad2e0,#add9a1,#a2ccc0,#ddd8ba,#d4d4d4,15.855,8,positive,#23bf0c,#32bff2,#ddfb0c7,#f3d027,#5a922d,15.313,5,trustworthy,#add9a1,#a2ccc0,#30355f,#116160,#ddd8ba,8.93,5,negative,#f80f19,#C91e11,#920000,#d4d4d4,#3c3c3c,14.271,5,disturbing,#3c3c3c,#116160,#f3d027,#ddd8ba,#00beb9,14.279,5,serious,#899390,#3c3c3c,#d4d4d4,#6e746a,#ddd8ba,9.43,5,playful,#ddfb0c7,#f3d027,#00beb9,#8ad2f1,#83b3e3,8.238,5,exciting,#ddfb0c7,#b7de55,#23bf0c,#f3d027,#aad2e0,,,calm,1,energized,happy,engaged,excited,curious,playful,,calm,3,"Yes, the blue and green makes it more upbeat",1,0,4,329.975,introverts,trustworthy,Festive,1,excitement,anger,festive,happy,indecision,trustworthy,,calm,2,The color palette is kind of christmas themed so it makes me think of emotions associated with the holiday,2,2,3,526.442,commodities,disturbing,jaded,1,serious,curious,bored,anger,bitter,negative,,trustworthy,3,The gray colors make me feel more serious.,0,1,3,679.473,shopping,disturbing,Energized,1,Anger,scared,fear,disdain,worried,serious,,negative,4,The use of red evokes anger.,0,1,4,759.232,burger,disturbing,serious,3,inquisitive,serious,curious,determined,sure,,trustworthy,calm,3,No,1,2,3,1160.768,gaming,serious
5ccc603ff7958c00045ef143,20,Computer Science,5,5,"Fri, 03 May 2019 15:22:56 GMT","Fri, 03 May 2019 15:26:43 GMT","Fri, 03 May 2019 15:37:35 GMT",calm,#8ad2f1,#0572cd,#aad2e0,#d4d4d4,#335671,62.505,5,positive,#23bf0c,#5a922d,#b7de55,#a5b34b,#ddfb0c7,28.574,5,trustworthy,#1b4c79,#0572cd,#32bff2,#aad2e0,#23bf0c,25.848,5,negative,#f80f19,#C91e11,#920000,#69301d,#3c3c3c,16.052,5,disturbing,#f80f19,#C91e11,#69301d,#ff8000,#3c3c3c,12.436,5,serious,#3c3c3c,#f80f19,#23bf0c,#f3d027,#ff8000,44.028,10,playful,#f80f19,#ff8000,#f3d027,#23bf0c,#0572cd,13.814,5,exciting,#f80f19,#ff8000,#f3d027,#863e85,#0572cd,,,Worried,1,Sad,Powerless,Relaxed,Cold,Depression,calm,,negative,3,"Yes, it seems to be sad",0,1,4,193.52,introverts,trustworthy,Alert,1,Awake,Uneasy,Alarmed,Worried,Active,serious,,negative,4,It's solid red and green tones indicate hard positive and negative vibes,0,1,4,310.647,commodities,disturbing,Relaxed,4,Happy,Relief,Stress Free,Care free,Young,calm,,trustworthy,4,"Blue makes it seem easier to digest as an info graphic, easier to read and more willing to read it",2,0,4,449.51,shopping,trustworthy,Alarmed,1,Stressed,Active,Worried,Pushed,Hurried,exciting,,serious,3,I feel like it's a warning sign if it's all red,0,1,4,528.554,burger,disturbing,Babied,4,Young,Playful,Relaxed,Easy,Happy,,playful,calm,4,"It's a baby blue, so I feel babied",2,0,4,629.575,gaming,calm
5ccc99d19554f00004f4aff2,21,Information Science,2,5,"Fri, 03 May 2019 19:30:26 GMT","Fri, 03 May 2019 19:32:12 GMT","Fri, 03 May 2019 19:43:13 GMT",calm,#0572cd,#83b3e3,#8ad2f1,#f1d9ca,#ffab1c,26.194,7,positive,#f3d027,#ddfb0c7,#f9468c,#ff8000,#23bf0c,14.193,5,trustworthy,#3c3c3c,#845145,#69301d,#6e746a,#335671,14.997,5,negative,#f80f19,#6e746a,#920000,#C91e11,#845145,13.014,5,disturbing,#ddfb0c7,#f80f19,#899390,#6e746a,#ddd8ba,14.539,5,serious,#69301d,#845145,#3c3c3c,#30355f,#1b4c79,8.727,5,playful,#f9468c,#ff8000,#f3d027,#ffab1c,#ddfb0c7,7.074,5,exciting,#ddfb0c7,#f3d027,#ffab1c,#f9468c,#ff8000,,,Serious,2,Serious,Sadness,Melancholy,Mysterious,Apathetic,serious,,calm,4,"I don't necessarily think so. The color palette makes the experience visually appealing since the colors don't stand out too much, but I don't think it affects how I perceive the infographic.",1,2,4,269.406,introverts,trustworthy,Playful,1,Serious,Exciting,Happy,Apathetic,Calm,playful,,positive,4,"I think so. Yellow is a color that always stands out to me so wherever there is the presence of yellow, I always feel a little bit happier.",2,0,4,394.916,commodities,trustworthy,Angry,4,Angry,Serious,Fired up,Anxious,Giddy,serious,,playful,2,"Yes, because red is also another color that is very jarring whenever I look at it.",0,1,4,475.605,shopping,exciting,Calm,5,Playful,Peaceful,Mellow,Joyful,Dreamy,calm,,positive,4,"Yes because when I automatically saw the colors, regardless of the data I felt peaceful.",2,0,5,572.836,burger,calm,Playful,5,Excited,Happy,Amused,Joyful,Optimistic,,exciting,playful,5,"Yes, again because yellow adds to the playfulness of the infographic.",2,0,5,642.058,gaming,trustworthy
5cccbe45309eff0004e95b69,20,Music (Cello Performance),2,5,"Fri, 03 May 2019 22:02:18 GMT","Fri, 03 May 2019 22:06:17 GMT","Fri, 03 May 2019 22:18:44 GMT",calm,#aad2e0,#dfb0c7,#9796bb,#83b3e3,#a2ccc0,96.919,9,positive,#ff8000,#ffab1c,#f3d027,#a857aa,#32bff2,18.097,5,trustworthy,#51692b,#116160,#1b4c79,#69301d,#30355f,15.189,5,negative,#eac793,#3c3c3c,#23bf0c,#899390,#d4d4d4,26.955,5,disturbing,#23bf0c,#C91e11,#51692b,#ddd8ba,#ddfb0c7,22.596,7,serious,#920000,#30355f,#3c3c3c,#1b4c79,#845145,22.362,8,playful,#ffab1c,#f80f19,#f9468c,#a857aa,#32bff2,13.484,5,exciting,#f80f19,#f3d027,#3c3c3c,#8ad2f1,#23bf0c,,,Uncomfortable,1,Confused,Aggressive,Critical,Interested,Unsure,negative,,serious,2,The color palette completely changed how I understood the information offered by the infographic.,0,1,3,166.646,introverts,disturbing,Intrigued,1,Curious,Interested,Fascinated,Enlightened,Uneducated,positive,,trustworthy,3,The color palette made me want to learn about what the infographic had to say.,2,0,4,374.88,commodities,trustworthy,Excited,4,Brightened,Overstimulated,Cheerful,Discombobulated,Humorous,playful,,exciting,4,"The color palette was definitely a little shocking, and it didn't really make me want to read the information, though it did influence my perception of the information.",1,2,3,460.222,shopping,positive,Hungry,5,Wow,Silly,Cheerful,Interested,Positive,positive,,playful,3,"I think it does, but this one is a little more confusing",1,2,2,602.161,burger,playful,Motivated,4,Aggressive,Curious,Cheerful,Talkative,Unique,,positive,trustworthy,4,The orange background feels playful and positive!,2,0,4,735.05,gaming,exciting
